"activites_accidents_0_date","activites_accidents_0_impact","activites_accidents_0_milieu_touche","activites_accidents_0_reference_rapport","activites_accidents_0_type_accident","activites_accidents_0_type_pollution","activites_etat_occupation_site","activites_exploitants_0_date_debut","activites_exploitants_0_date_fin","activites_exploitants_0_nom_raison_sociale","activites_exploitants_1_date_debut","activites_exploitants_1_date_fin","activites_exploitants_1_nom_raison_sociale","activites_exploitants_2_date_debut","activites_exploitants_2_date_fin","activites_exploitants_2_nom_raison_sociale","activites_exploitants_3_date_debut","activites_exploitants_3_date_fin","activites_exploitants_3_nom_raison_sociale","activites_exploitants_4_date_debut","activites_exploitants_4_date_fin","activites_exploitants_4_nom_raison_sociale","activites_exploitants_5_date_debut","activites_exploitants_5_date_fin","activites_exploitants_5_nom_raison_sociale","activites_exploitants_6_date_debut","activites_exploitants_6_date_fin","activites_exploitants_6_nom_raison_sociale","activites_exploitants_7_date_debut","activites_exploitants_7_date_fin","activites_exploitants_7_nom_raison_sociale","activites_exploitants_8_date_debut","activites_exploitants_8_date_fin","activites_exploitants_8_nom_raison_sociale","activites_historique_activites_0_autres_infos","activites_historique_activites_0_code_activite","activites_historique_activites_0_date_debut","activites_historique_activites_0_date_fin","activites_historique_activites_0_groupe_sei","activites_historique_activites_0_importance","activites_historique_activites_0_libelle_activite","activites_historique_activites_0_origine_date","activites_historique_activites_0_ref_dossier","activites_historique_activites_1_autres_infos","activites_historique_activites_1_code_activite","activites_historique_activites_1_date_debut","activites_historique_activites_1_date_fin","activites_historique_activites_1_groupe_sei","activites_historique_activites_1_importance","activites_historique_activites_1_libelle_activite","activites_historique_activites_1_origine_date","activites_historique_activites_1_ref_dossier","activites_historique_activites_2_autres_infos","activites_historique_activites_2_code_activite","activites_historique_activites_2_date_debut","activites_historique_activites_2_date_fin","activites_historique_activites_2_groupe_sei","activites_historique_activites_2_importance","activites_historique_activites_2_libelle_activite","activites_historique_activites_2_origine_date","activites_historique_activites_2_ref_dossier","activites_historique_activites_3_autres_infos","activites_historique_activites_3_code_activite","activites_historique_activites_3_date_debut","activites_historique_activites_3_groupe_sei","activites_historique_activites_3_importance","activites_historique_activites_3_libelle_activite","activites_historique_activites_3_origine_date","activites_historique_activites_4_autres_infos","activites_historique_activites_4_code_activite","activites_historique_activites_4_date_debut","activites_historique_activites_4_groupe_sei","activites_historique_activites_4_importance","activites_historique_activites_4_libelle_activite","activites_historique_activites_4_origine_date","activites_origine_date","consultation_consultation_sd_ct_0_consultation_service","consultation_consultation_sd_ct_0_date_consultation_service","consultation_consultation_sd_ct_0_date_reponse_service","consultation_consultation_sd_ct_0_nom_service","consultation_consultation_sd_ct_0_reponse_service","consultation_consultation_sd_ct_1_consultation_service","consultation_consultation_sd_ct_1_date_consultation_service","consultation_consultation_sd_ct_1_date_reponse_service","consultation_consultation_sd_ct_1_nom_service","consultation_consultation_sd_ct_1_reponse_service","environnement_captage_aep","environnement_distance_captage_aep","environnement_formation_superficielle","environnement_milieu_implantation","environnement_perimetre_protection","environnement_position_aep","environnement_substratum","environnement_zones_contraintes_0_commentaires","environnement_zones_contraintes_0_distance_m","environnement_zones_contraintes_0_type_zone","environnement_zones_contraintes_1_distance_m","environnement_zones_contraintes_1_type_zone","environnement_zones_contraintes_2_distance_m","environnement_zones_contraintes_2_type_zone","etudes_decisions_0_date","etudes_decisions_0_decision","etudes_decisions_0_nature","etudes_decisions_0_type","etudes_decisions_1_date","etudes_decisions_1_decision","etudes_decisions_1_nature","etudes_decisions_1_type","identification_autres_identifications_0_numero","identification_autres_identifications_0_organisme_bd_associe","identification_autres_identifications_1_numero","identification_autres_identifications_1_organisme_bd_associe","identification_autres_identifications_2_numero","identification_autres_identifications_2_organisme_bd_associe","identification_autres_identifications_3_numero","identification_autres_identifications_3_organisme_bd_associe","identification_autres_identifications_4_numero","identification_autres_identifications_4_organisme_bd_associe","identification_etat_connaissance","identification_identifiant_site","identification_modificateurs_0_date","identification_modificateurs_0_nom","identification_noms_usuels","identification_raison_sociale_0_nom","identification_raison_sociale_1_nom","identification_raison_sociale_2_nom","identification_sieges_sociaux_0_date","identification_sieges_sociaux_0_nom","identification_sieges_sociaux_1_date","identification_sieges_sociaux_1_nom","identification_sous_surveillance","identification_unite_gestionnaire","identification_visite_site","localisation_adresses_0_bis_ter","localisation_adresses_0_nom_voie","localisation_adresses_0_numero","localisation_adresses_0_type_voie","localisation_altitude_m","localisation_autres_communes_concernees_0_code_insee","localisation_autres_communes_concernees_0_nom","localisation_carte_geologique_0_carte","localisation_carte_geologique_0_numero","localisation_cartes_0_annee_edition","localisation_cartes_0_carte","localisation_cartes_0_echelle","localisation_cartes_0_presence_site","localisation_cartes_0_reference_dossier","localisation_cartes_1_annee_edition","localisation_cartes_1_carte","localisation_cartes_1_echelle","localisation_cartes_1_presence_site","localisation_cartes_1_reference_dossier","localisation_cartes_2_annee_edition","localisation_cartes_2_carte","localisation_cartes_2_echelle","localisation_cartes_2_presence_site","localisation_cartes_2_reference_dossier","localisation_cartes_3_annee_edition","localisation_cartes_3_carte","localisation_cartes_3_echelle","localisation_cartes_3_presence_site","localisation_cartes_3_reference_dossier","localisation_code_insee","localisation_commune_principale","localisation_coordonnees_L2e_adresse_0","localisation_coordonnees_L2e_adresse_1","localisation_coordonnees_L2e_centroide_0","localisation_coordonnees_L2e_centroide_1","localisation_coordonnees_L93_centroide_0","localisation_coordonnees_L93_centroide_1","localisation_coordonnees_L_zone_centroide_0","localisation_coordonnees_L_zone_centroide_1","localisation_localisation","localisation_zone_lambert_initiale","proprietaires_cadastre_0_date","proprietaires_cadastre_0_echelle","proprietaires_cadastre_0_nom","proprietaires_cadastre_0_num_parcelle","proprietaires_cadastre_0_section","proprietaires_cadastre_1_date","proprietaires_cadastre_1_echelle","proprietaires_cadastre_1_nom","proprietaires_cadastre_1_num_parcelle","proprietaires_cadastre_1_section","proprietaires_cadastre_2_nom","proprietaires_cadastre_2_num_parcelle","proprietaires_cadastre_2_section","proprietaires_cadastre_3_nom","proprietaires_cadastre_3_num_parcelle","proprietaires_cadastre_3_section","proprietaires_cadastre_4_nom","proprietaires_cadastre_4_num_parcelle","proprietaires_cadastre_4_section","proprietaires_nombre_proprietaires_actuels","proprietaires_proprietaires_0_date_reference","proprietaires_proprietaires_0_exploitant","proprietaires_proprietaires_0_nom","proprietaires_proprietaires_0_type","proprietaires_proprietaires_10_date_reference","proprietaires_proprietaires_10_exploitant","proprietaires_proprietaires_10_nom","proprietaires_proprietaires_11_date_reference","proprietaires_proprietaires_11_exploitant","proprietaires_proprietaires_11_nom","proprietaires_proprietaires_11_type","proprietaires_proprietaires_12_date_reference","proprietaires_proprietaires_12_exploitant","proprietaires_proprietaires_12_nom","proprietaires_proprietaires_12_type","proprietaires_proprietaires_1_date_reference","proprietaires_proprietaires_1_exploitant","proprietaires_proprietaires_1_nom","proprietaires_proprietaires_1_type","proprietaires_proprietaires_2_date_reference","proprietaires_proprietaires_2_exploitant","proprietaires_proprietaires_2_nom","proprietaires_proprietaires_2_type","proprietaires_proprietaires_3_date_reference","proprietaires_proprietaires_3_exploitant","proprietaires_proprietaires_3_nom","proprietaires_proprietaires_3_type","proprietaires_proprietaires_4_date_reference","proprietaires_proprietaires_4_exploitant","proprietaires_proprietaires_4_nom","proprietaires_proprietaires_4_type","proprietaires_proprietaires_5_date_reference","proprietaires_proprietaires_5_exploitant","proprietaires_proprietaires_5_nom","proprietaires_proprietaires_5_type","proprietaires_proprietaires_6_date_reference","proprietaires_proprietaires_6_exploitant","proprietaires_proprietaires_6_nom","proprietaires_proprietaires_6_type","proprietaires_proprietaires_7_date_reference","proprietaires_proprietaires_7_exploitant","proprietaires_proprietaires_7_nom","proprietaires_proprietaires_7_type","proprietaires_proprietaires_8_date_reference","proprietaires_proprietaires_8_exploitant","proprietaires_proprietaires_8_nom","proprietaires_proprietaires_8_type","proprietaires_proprietaires_9_date_reference","proprietaires_proprietaires_9_exploitant","proprietaires_proprietaires_9_nom","proprietaires_proprietaires_9_type","sources_information_principale","utilisateurs_utilisateurs_0_nom","utilisateurs_utilisateurs_0_statut","utilisateurs_utilisateurs_0_type","utilisations_code_pos","utilisations_nombre_utilisateurs_actuels","utilisations_reamenagement_sensible","utilisations_site_friche","utilisations_site_reamenage","utilisations_surface_batie","utilisations_surface_totale"
"","","","","","","Ne sait pas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C20.16Z","01/12/2006","","1er groupe","?","Fabrication, transformation et/ou dépôt de matières plastiques de base (PVC, polystyrène,...)","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100965","","","","GUADELOUPE POLYESTER","","","","","","","?","GUA","Oui, site non retrouvé","","Henri Becquerel","12","rue","","","","","","","","","","","","","","","","","","","","","","","","","","97103","BAIE MAHAULT  (97103)","","","","","","","","","Z.I. de Jarry 97122 BAIE-MAHAULT","","","","","","","","","","","","","","","","","","","","","?","01/01/1111","?","M. BARON Eddy","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C.C.I.  -  B.RG.M.","","","","","","","","","",""
"","","","","","","Ne sait pas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C20.16Z","11/06/2007","","1er groupe","?","Fabrication, transformation et/ou dépôt de matières plastiques de base (PVC, polystyrène,...)","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100966","","","","TECNIC PVC ALU","","","","","","","?","GUA","Oui, site non retrouvé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97101","ABYMES  (97101)","","","","","","","","","Terrasson 97139 ABYMES","","","","","","","","","","","","","","","","","","","","","?","01/01/1111","?","Mme BORES Cindy","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C.C.I.  -  B.R.G.M.","","","","","","","","","",""
"","","","","","","Ne sait pas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C20.16Z","20/02/2005","","1er groupe","?","Fabrication, transformation et/ou dépôt de matières plastiques de base (PVC, polystyrène,...)","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100967","","","","BEST COMPOSITES","","","","","","","?","GUA","Oui, site non retrouvé","","Cocoyer","7","zone d'activité","","","","","","","","","","","","","","","","","","","","","","","","","","97101","ABYMES  (97101)","","","","","","","","","Cocoyer 97118 SAINT-FRANCOIS","","","","","","","","","","","","","","","","","","","","","?","01/01/1111","?","M. AYMON Jean-François","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C.C.I.  -  B.R.G.M.","","","","","","","","","",""
"","","","","","","En activité","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C20.16Z","09/02/1990","","1er groupe","?","Fabrication, transformation et/ou dépôt de matières plastiques de base (PVC, polystyrène,...)","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100968","","","","TUYAU EXPORT GUADELOUPE","","","","","","","?","GUA","Oui, site localisé","","Henri Becquerel","24","rue","","","","","","","","","","","","","","","","","","","","","","","","","","97103","BAIE MAHAULT  (97103)","","","","","","","653 674","1 796 514","Z.I. de Jarry 97122 BAIE-MAHAULT","GUADELOUPE-STE-ANNE","","","","","","","","","","","","","","","","","","","","?","01/01/1111","?","Mme SEJOR CANALI Lucienne","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C.C.I  -  B.R.G.M.","","","","","","","","","",""
"","","","","","","En activité","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C20.16Z","01/01/1111","","1er groupe","?","Fabrication, transformation et/ou dépôt de matières plastiques de base (PVC, polystyrène,...)","?=Origine de la date non connue","","","C20.16Z","03/04/1997","","1er groupe","?","Fabrication, transformation et/ou dépôt de matières plastiques de base (PVC, polystyrène,...)","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100969","","","","SIMOP CARAIBES","","","","","","","?","GUA","Oui, site localisé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97103","BAIE MAHAULT  (97103)","","","","","","","654 205","1 797 005","Z.I. de Jarry 97122 BAIE-MAHAULT","GUADELOUPE-STE-ANNE","","","","","","","","","","","","","","","","","","","","?","01/01/1111","?","M. FEREY Guillaume","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C.C.I.  -  B.R.G.M.","","","","","","","","","",""
"","","","","","","En activité","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C20.16Z","05/06/2001","","1er groupe","?","Fabrication, transformation et/ou dépôt de matières plastiques de base (PVC, polystyrène,...)","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100970","","","Mme SUEDOIS ABRIOUX","CREA DECORA","","","","","","","?","GUA","Oui, site non retrouvé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97101","ABYMES  (97101)","","","","","","","","","Bazin 97139 ABYMES","","","","","","","","","","","","","","","","","","","","","?","01/01/1111","?","Mme SUEDOIS ABRIOUX","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C.C.I.  -  B.R.G.M.","","","","","","","","","",""
"","","","","","","Ne sait pas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C20.16Z","01/01/1998","","1er groupe","?","Fabrication, transformation et/ou dépôt de matières plastiques de base (PVC, polystyrène,...)","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100971","","","","J D COMPOSITES","","","","","","","?","GUA","Oui, site non retrouvé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97120","POINTE A PITRE  (97120)","","","","","","","","","Rue du Chemin Neuf 97110 POINTE-A-PITRE","","","","","","","","","","","","","","","","","","","","","?","01/01/1111","?","M. ABRIOUX Jacques","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C.C.I.  -  B.R.G.M.","","","","","","","","","",""
"","","","","","","En activité","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C20.16Z","18/12/1993","","1er groupe","?","Fabrication, transformation et/ou dépôt de matières plastiques de base (PVC, polystyrène,...)","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100972","","","","INDUSTRIELLE DE TRANSFORMATION POLYESTER","","","","","","","?","GUA","Oui, site localisé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97103","BAIE MAHAULT  (97103)","","","","","","","653 911","1 796 255","","GUADELOUPE-STE-ANNE","","","","","","","","","","","","","","","","","","","","?","01/01/1111","?","M. LAVIGNE SAINTE-SUZANNE Jacques","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C.C.I.  -  B.R.G.M.","","","","","","","","","",""
"","","","","","","En activité","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C20.17Z","03/06/1988","","1er groupe","?","Fabrication de caoutchouc synthétique (dont fabrication et/ou dépôt de pneus neufs et rechapage, ...)","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100973","","","","ASSAINISSEMENT PNEU EURL","","","","","","","?","GUA","Oui, site localisé","","de l'Assainissement 3ème","9","rue","","","","","","","","","","","","","","","","","","","","","","","","","","97120","POINTE A PITRE  (97120)","","","","","","","657 322","1 796 783","97110 POINTE-A-PITRE","GUADELOUPE-STE-ANNE","","","","","","","","","","","","","","","","","","","","?","01/01/1111","?","M DAULCLE José","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C.C.I.  -  B.R.G.M.","","","","","","","","","",""
"","","","","","","En activité","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C20.17Z","15/05/1987","","1er groupe","?","Fabrication de caoutchouc synthétique (dont fabrication et/ou dépôt de pneus neufs et rechapage, ...)","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","28/01/2010","MAIRIE","Oui","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100974","","","JR Pneu","SOCIETE SARL PIECES AUTO ET MATERIAUX DE CONSTRUCTION MARIE GALANTAIS","","","","","","","?","GUA","Oui, site localisé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97112","GRAND BOURG  (97112)","","","","","","","680 660","1 757 090","Rue de la Liberté/ Rue Antenor Habazac 97112 GRAND-BOURG","GUADELOUPE-STE-ANNE","","","","","","","","","","","","","","","","","","","","?","01/01/1111","?","M. EPAMINONDAS Bernis","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C.C.I.  -  B.R.G.M.","","","","","","","","","",""
"","","","","","","En activité","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C20.17Z","27/05/1988","","1er groupe","?","Fabrication de caoutchouc synthétique (dont fabrication et/ou dépôt de pneus neufs et rechapage, ...)","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100975","","","","DERRO PNEUS SARL","","","","","","","?","GUA","Oui, site localisé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97125","ST FRANÇOIS  (97125)","","","","","","","684 490","1 798 084","Section Bragelogne 97118 SAINT-FRANCOIS","GUADELOUPE-STE-ANNE","","","","","","","","","","","","","","","","","","","","?","01/01/1111","?","M. DE ROZIERES Joseph","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C.C.I.  -  B.R.G.M.","","","","","","","","","",""
"","","","","","","En activité","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C20.17Z","01/02/1992","","1er groupe","?","Fabrication de caoutchouc synthétique (dont fabrication et/ou dépôt de pneus neufs et rechapage, ...)","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100976","","","M GLANDOR GERARD","CALVAIRE PNEUS","","","","","","","?","GUA","Oui, site localisé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97103","BAIE MAHAULT  (97103)","","","","","","","646 949","1 795 977","Calvaire 97122 BAIE-MAHAULT","GUADELOUPE-STE-ANNE","","","","","","","","","","","","","","","","","","","","?","01/01/1111","?","M. GLANDOR Gérard","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C.C.I.  -  B.R.G.M.","","","","","","","","","",""
"","","","","","","Ne sait pas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C20.17Z","30/03/1990","","1er groupe","?","Fabrication de caoutchouc synthétique (dont fabrication et/ou dépôt de pneus neufs et rechapage, ...)","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100977","","","M FAZER JULIEN","GENTILY PNEUS","","","","","","","?","GUA","Oui, site non retrouvé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97128","STE ANNE  (97128)","","","","","","","","","Section Gentily 97180 SAINTE-ANNE","","","","","","","","","","","","","","","","","","","","","?","01/01/1111","?","M. FAZER Julien","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C.C.I.  -  B.R.G.M.","","","","","","","","","",""
"","","","","","","Ne sait pas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C24.3","31/01/1975","","1er groupe","?","Fabrication d'autres produits de première transformation de l'acier (profilage, laminage, tréfilage, étirage)","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100978","","","","SOCIETE ANONYME FACOMAT","","","","","","","?","GUA","Oui, site non retrouvé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97103","BAIE MAHAULT  (97103)","","","","","","","","","Z.I. de Jarry 97122 BAIE- MAHAULT","","","","","","","","","","","","","","","","","","","","","?","01/01/1111","?","M. GOTHLAND Serge","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C.C.I.  -  B.R.G.M.","","","","","","","","","",""
"","","","","","","En activité","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C24.3","20/12/1988","","1er groupe","?","Fabrication d'autres produits de première transformation de l'acier (profilage, laminage, tréfilage, étirage)","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100979","","","","BIOMETAL GUADELOUPE","","","","","","","?","GUA","Oui, site localisé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97115","LE LAMENTIN  (97115)","","","","","","","643 640","1 800 028","Jaula 97129 LAMENTIN","GUADELOUPE-STE-ANNE","","","","","","","","","","","","","","","","","","","","?","01/01/1111","?","M. LAGUARIGUES DE SEVILLIERS Lionel","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C.C.I.  -  B.R.G.M.","","","","","","","","","",""
"","","","","","","Activité terminée","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C23.4","10/03/1993","","1er groupe","?","Fabrication d'autres produits en céramique et en porcelaine (domestique, sanitaire, isolant, réfractaire, faïence, porcelaine)","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","Non","","Argile","Péri-urbain industriel","","","Argile/Marne/Molasse terrigène","","200","Littoral (sans zone de baignade)","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100980","","","","ATELIER CARAIBE","","","","","","","?","GUA","Oui, site localisé","","Jacquart","7","impasse","","","","","","","","","","","","","","","","","","","","","","","","","","97103","BAIE MAHAULT  (97103)","","","","","","","654 657","1 795 866","Z.I. de Jarry 97122 BAIE-MAHAULT","GUADELOUPE-STE-ANNE","","","","","","","","","","","","","","","","","","","","?","01/01/1111","?","M. GOTHLAND Serge","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C.C.I.  -  B.R.G.M.","","","","","","","","?","",""
"","","","","","","Activité terminée","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C24.20Z","10/09/2003","","1er groupe","?","Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","Non","","Argile","Péri-urbain industriel","","","Argile/Marne/Molasse terrigène","","200","Littoral (sans zone de baignade)","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100981","","",""," MCT GUADELOUPE","","","","","","","?","GUA","Oui, site localisé","","de l'Industrrie","22","rue","","","","","","","","","","","","","","","","","","","","","","","","","","97103","BAIE MAHAULT  (97103)","","","","","","","654 327","1 796 030","Z.I. de Jarry 97122 BAIE-MAHAULT","GUADELOUPE-STE-ANNE","","","","","","","","","","","","","","","","","","","","?","01/11/1111","?","M. SIMMONET Didier","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C.C.I.  -  B.R.G.M.","","","","","?","Non","Non","Oui","",""
"","","","","","","En activité","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C24.42Z","03/11/2003","","1er groupe","?","Métallurgie de l'aluminium (production et première transformation)","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100982","","","","DAC PRESTATIONS","","","","","","","?","GUA","Oui, site localisé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97103","BAIE MAHAULT  (97103)","","","","","","","654 428","1 796 143","Rue de l' Industrie Z.I. de Jarry  97122 BAIE-MAHAULT","GUADELOUPE-STE-ANNE","","","","","","","","","","","","","","","","","","","","?","01/01/1111","?","M. DUPOUY Thierry","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C.C.I.  -  B.R.G.M.","","","","","","","","","",""
"","","","","","","Ne sait pas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C24.42Z","11/06/1998","","1er groupe","?","Métallurgie de l'aluminium (production et première transformation)","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100983","","",""," METAL DOM","","","","","","","?","GUA","Oui, site non retrouvé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97103","BAIE MAHAULT  (97103)","","","","","","","","","Z.I. de Jarry 97122 BAIE-MAHAULT","","","","","","","","","","","","","","","","","","","","","?","01/01/1111","?","M. CHALIFOUR Armand","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C.C.I.  -  B.R.G.M.","","","","","","","","","",""
