"activites_accidents_0_date","activites_accidents_0_impact","activites_accidents_0_milieu_touche","activites_accidents_0_reference_rapport","activites_accidents_0_type_accident","activites_accidents_0_type_pollution","activites_etat_occupation_site","activites_exploitants_0_date_debut","activites_exploitants_0_date_fin","activites_exploitants_0_nom_raison_sociale","activites_exploitants_1_date_debut","activites_exploitants_1_date_fin","activites_exploitants_1_nom_raison_sociale","activites_exploitants_2_date_debut","activites_exploitants_2_date_fin","activites_exploitants_2_nom_raison_sociale","activites_exploitants_3_date_debut","activites_exploitants_3_date_fin","activites_exploitants_3_nom_raison_sociale","activites_exploitants_4_date_debut","activites_exploitants_4_date_fin","activites_exploitants_4_nom_raison_sociale","activites_exploitants_5_date_debut","activites_exploitants_5_date_fin","activites_exploitants_5_nom_raison_sociale","activites_exploitants_6_date_debut","activites_exploitants_6_date_fin","activites_exploitants_6_nom_raison_sociale","activites_exploitants_7_date_debut","activites_exploitants_7_date_fin","activites_exploitants_7_nom_raison_sociale","activites_exploitants_8_date_debut","activites_exploitants_8_date_fin","activites_exploitants_8_nom_raison_sociale","activites_historique_activites_0_autres_infos","activites_historique_activites_0_code_activite","activites_historique_activites_0_date_debut","activites_historique_activites_0_date_fin","activites_historique_activites_0_groupe_sei","activites_historique_activites_0_importance","activites_historique_activites_0_libelle_activite","activites_historique_activites_0_origine_date","activites_historique_activites_0_ref_dossier","activites_historique_activites_1_autres_infos","activites_historique_activites_1_code_activite","activites_historique_activites_1_date_debut","activites_historique_activites_1_date_fin","activites_historique_activites_1_groupe_sei","activites_historique_activites_1_importance","activites_historique_activites_1_libelle_activite","activites_historique_activites_1_origine_date","activites_historique_activites_1_ref_dossier","activites_historique_activites_2_autres_infos","activites_historique_activites_2_code_activite","activites_historique_activites_2_date_debut","activites_historique_activites_2_date_fin","activites_historique_activites_2_groupe_sei","activites_historique_activites_2_importance","activites_historique_activites_2_libelle_activite","activites_historique_activites_2_origine_date","activites_historique_activites_2_ref_dossier","activites_historique_activites_3_autres_infos","activites_historique_activites_3_code_activite","activites_historique_activites_3_date_debut","activites_historique_activites_3_groupe_sei","activites_historique_activites_3_importance","activites_historique_activites_3_libelle_activite","activites_historique_activites_3_origine_date","activites_historique_activites_4_autres_infos","activites_historique_activites_4_code_activite","activites_historique_activites_4_date_debut","activites_historique_activites_4_groupe_sei","activites_historique_activites_4_importance","activites_historique_activites_4_libelle_activite","activites_historique_activites_4_origine_date","activites_origine_date","consultation_consultation_sd_ct_0_consultation_service","consultation_consultation_sd_ct_0_date_consultation_service","consultation_consultation_sd_ct_0_date_reponse_service","consultation_consultation_sd_ct_0_nom_service","consultation_consultation_sd_ct_0_reponse_service","consultation_consultation_sd_ct_1_consultation_service","consultation_consultation_sd_ct_1_date_consultation_service","consultation_consultation_sd_ct_1_date_reponse_service","consultation_consultation_sd_ct_1_nom_service","consultation_consultation_sd_ct_1_reponse_service","environnement_captage_aep","environnement_distance_captage_aep","environnement_formation_superficielle","environnement_milieu_implantation","environnement_perimetre_protection","environnement_position_aep","environnement_substratum","environnement_zones_contraintes_0_commentaires","environnement_zones_contraintes_0_distance_m","environnement_zones_contraintes_0_type_zone","environnement_zones_contraintes_1_distance_m","environnement_zones_contraintes_1_type_zone","environnement_zones_contraintes_2_distance_m","environnement_zones_contraintes_2_type_zone","etudes_decisions_0_date","etudes_decisions_0_decision","etudes_decisions_0_nature","etudes_decisions_0_type","etudes_decisions_1_date","etudes_decisions_1_decision","etudes_decisions_1_nature","etudes_decisions_1_type","identification_autres_identifications_0_numero","identification_autres_identifications_0_organisme_bd_associe","identification_autres_identifications_1_numero","identification_autres_identifications_1_organisme_bd_associe","identification_autres_identifications_2_numero","identification_autres_identifications_2_organisme_bd_associe","identification_autres_identifications_3_numero","identification_autres_identifications_3_organisme_bd_associe","identification_autres_identifications_4_numero","identification_autres_identifications_4_organisme_bd_associe","identification_etat_connaissance","identification_identifiant_site","identification_modificateurs_0_date","identification_modificateurs_0_nom","identification_noms_usuels","identification_raison_sociale_0_nom","identification_raison_sociale_1_nom","identification_raison_sociale_2_nom","identification_sieges_sociaux_0_date","identification_sieges_sociaux_0_nom","identification_sieges_sociaux_1_date","identification_sieges_sociaux_1_nom","identification_sous_surveillance","identification_unite_gestionnaire","identification_visite_site","localisation_adresses_0_bis_ter","localisation_adresses_0_nom_voie","localisation_adresses_0_numero","localisation_adresses_0_type_voie","localisation_altitude_m","localisation_autres_communes_concernees_0_code_insee","localisation_autres_communes_concernees_0_nom","localisation_carte_geologique_0_carte","localisation_carte_geologique_0_numero","localisation_cartes_0_annee_edition","localisation_cartes_0_carte","localisation_cartes_0_echelle","localisation_cartes_0_presence_site","localisation_cartes_0_reference_dossier","localisation_cartes_1_annee_edition","localisation_cartes_1_carte","localisation_cartes_1_echelle","localisation_cartes_1_presence_site","localisation_cartes_1_reference_dossier","localisation_cartes_2_annee_edition","localisation_cartes_2_carte","localisation_cartes_2_echelle","localisation_cartes_2_presence_site","localisation_cartes_2_reference_dossier","localisation_cartes_3_annee_edition","localisation_cartes_3_carte","localisation_cartes_3_echelle","localisation_cartes_3_presence_site","localisation_cartes_3_reference_dossier","localisation_code_insee","localisation_commune_principale","localisation_coordonnees_L2e_adresse_0","localisation_coordonnees_L2e_adresse_1","localisation_coordonnees_L2e_centroide_0","localisation_coordonnees_L2e_centroide_1","localisation_coordonnees_L93_centroide_0","localisation_coordonnees_L93_centroide_1","localisation_coordonnees_L_zone_centroide_0","localisation_coordonnees_L_zone_centroide_1","localisation_localisation","localisation_zone_lambert_initiale","proprietaires_cadastre_0_date","proprietaires_cadastre_0_echelle","proprietaires_cadastre_0_nom","proprietaires_cadastre_0_num_parcelle","proprietaires_cadastre_0_section","proprietaires_cadastre_1_date","proprietaires_cadastre_1_echelle","proprietaires_cadastre_1_nom","proprietaires_cadastre_1_num_parcelle","proprietaires_cadastre_1_section","proprietaires_cadastre_2_nom","proprietaires_cadastre_2_num_parcelle","proprietaires_cadastre_2_section","proprietaires_cadastre_3_nom","proprietaires_cadastre_3_num_parcelle","proprietaires_cadastre_3_section","proprietaires_cadastre_4_nom","proprietaires_cadastre_4_num_parcelle","proprietaires_cadastre_4_section","proprietaires_nombre_proprietaires_actuels","proprietaires_proprietaires_0_date_reference","proprietaires_proprietaires_0_exploitant","proprietaires_proprietaires_0_nom","proprietaires_proprietaires_0_type","proprietaires_proprietaires_10_date_reference","proprietaires_proprietaires_10_exploitant","proprietaires_proprietaires_10_nom","proprietaires_proprietaires_11_date_reference","proprietaires_proprietaires_11_exploitant","proprietaires_proprietaires_11_nom","proprietaires_proprietaires_11_type","proprietaires_proprietaires_12_date_reference","proprietaires_proprietaires_12_exploitant","proprietaires_proprietaires_12_nom","proprietaires_proprietaires_12_type","proprietaires_proprietaires_1_date_reference","proprietaires_proprietaires_1_exploitant","proprietaires_proprietaires_1_nom","proprietaires_proprietaires_1_type","proprietaires_proprietaires_2_date_reference","proprietaires_proprietaires_2_exploitant","proprietaires_proprietaires_2_nom","proprietaires_proprietaires_2_type","proprietaires_proprietaires_3_date_reference","proprietaires_proprietaires_3_exploitant","proprietaires_proprietaires_3_nom","proprietaires_proprietaires_3_type","proprietaires_proprietaires_4_date_reference","proprietaires_proprietaires_4_exploitant","proprietaires_proprietaires_4_nom","proprietaires_proprietaires_4_type","proprietaires_proprietaires_5_date_reference","proprietaires_proprietaires_5_exploitant","proprietaires_proprietaires_5_nom","proprietaires_proprietaires_5_type","proprietaires_proprietaires_6_date_reference","proprietaires_proprietaires_6_exploitant","proprietaires_proprietaires_6_nom","proprietaires_proprietaires_6_type","proprietaires_proprietaires_7_date_reference","proprietaires_proprietaires_7_exploitant","proprietaires_proprietaires_7_nom","proprietaires_proprietaires_7_type","proprietaires_proprietaires_8_date_reference","proprietaires_proprietaires_8_exploitant","proprietaires_proprietaires_8_nom","proprietaires_proprietaires_8_type","proprietaires_proprietaires_9_date_reference","proprietaires_proprietaires_9_exploitant","proprietaires_proprietaires_9_nom","proprietaires_proprietaires_9_type","sources_information_principale","utilisateurs_utilisateurs_0_nom","utilisateurs_utilisateurs_0_statut","utilisateurs_utilisateurs_0_type","utilisations_code_pos","utilisations_nombre_utilisateurs_actuels","utilisations_reamenagement_sensible","utilisations_site_friche","utilisations_site_reamenage","utilisations_surface_batie","utilisations_surface_totale"
"","","","","","","Activité terminée","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C11.01","01/01/1900","01/01/1924","3ième groupe","?","Production de boissons alcooliques distillées et liqueurs","?=Origine de la date non connue","","","C10.7","01/01/1924","","3ième groupe","?","Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","?=Origine de la date non connue","Oui","07/12/2009","","MAIRIE","Non","","","","","","Non","","Sables/Graviers/Galets","Rural commercial","","","Roches cristallines ou volcaniques","","0","Cours d'eau","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100297","","","Distillerie Roujol","Distillerie Roujol","","","","","","","?","GUA","Non","","","","","","","","","","1987","IGN N° 4605 G","1/25000","Oui","","","","","","","","","","","","","","","","","97118","PETIT BOURG  (97118)","","","","","","","651 380","1 789 540"," Roujol 97170 PETIT-BOURG","GUADELOUPE-STE-ANNE","","","","","","","","","","","","","","","","","","","","?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRAC","","","","","","","","","",""
"","","","","","","Activité terminée","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C10.7","01/01/1111","01/01/1910","3ième groupe","?","Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires","?=Origine de la date non connue","","","C11.01","01/01/1111","","3ième groupe","","Production de boissons alcooliques distillées et liqueurs","","","","","","","","","","","","","","","","","","","","","","","","","","?=Origine de la date non connue","Oui","07/12/2009","","MAIRIE","Non","","","","","","Non","","Argile","Rural","","","Argile/Marne/Molasse terrigène","","0","Cours d'eau","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100298","","","Distillerie Duquerry","Distillerie Duquerry","","","","","","","?","GUA","Non","","","","","","","","","","1987","IGN N° 4605 G","1/25000","Oui","","","","","","","","","","","","","","","","","97118","PETIT BOURG  (97118)","","","","","","","648 210","1 789 510","Duquerry 97170 PETIT-BOURG","GUADELOUPE-STE-ANNE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRAC","","","","","","","","","",""
"","","","","","","Activité terminée","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C11.01","01/01/1111","01/01/1960","3ième groupe","?","Production de boissons alcooliques distillées et liqueurs","?=Origine de la date non connue","","","C10.7","01/01/1111","","3ième groupe","?","Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires","","","","","","","","","","","","","","","","","","","","","","","","","","?=Origine de la date non connue","Oui","07/12/2009","","MAIRIE","Non","","","","","","Non","","Argile","Rural","","","Argile/Marne/Molasse terrigène","","20","Cours d'eau","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100299","","","Distillerie Bel Air","Distillerie Bel Air","","","","","","","","GUA","","","","","","","","","","","1987","IGN N° 4602 G","1/25000","Oui","","","","","","","","","","","","","","","","","97118","PETIT BOURG  (97118)","","","","","","","646 473","1 793 385","Bel Air Desrozières 97170 PETIT-BOURG","GUADELOUPE-STE-ANNE","01/01/1970","1/2000","","405","AD","","","","","","","","","","","","","","","?","01/01/1864","?"," A.C. LOYSEAU","Personne physique","","","","","","","","","","","","01/01/1903","?","Héritiers","Personne physique","01/01/1918","?","Sté GARDIN BEAUVARLET","Entreprise privée ou son représentant","01/01/1867","?","M. LOYSEAU","Personne physique","01/01/1928","?","Amédée GUESDE","Personne physique","01/01/1940","?","Charles DAMAOISEAU","Personne physique","01/01/1865","?","Mme J. BUSTEL","Personne physique","01/01/1928","?","Paul GUESDE","Personne physique","","","","","","","","","DRAC","","","","","","","","","",""
"","","","","","","Ne sait pas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C11.01","01/01/1900","","3ième groupe","?","Production de boissons alcooliques distillées et liqueurs","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","?=Origine de la date non connue","Oui","07/12/2009","","MAIRIE","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100300","","","Distillerie Bois de Rose","Distillerie Bois de Rose","","","","","","","?","GUA","Non","","","","","","","","","","1987","IGN N° 4602 G","1/25000","Oui","","","","","","","","","","","","","","","","","97118","PETIT BOURG  (97118)","","","","","","","647 240","1 792 870","Bois de Rose 97170 PETIT-BOURG","GUADELOUPE-STE-ANNE","01/01/1970","1/5000","","61","AD","","","","","","","","","","","","","","","?","01/01/1900","?","M. & Mme MIDDLETON","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRAC","","","","","","","","","",""
"","","","","","","Activité terminée","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C10.7","01/01/1800","01/01/1900","3ième groupe","?","Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires","?=Origine de la date non connue","","","C11.01","01/01/1900","01/01/1928","3ième groupe","?","Production de boissons alcooliques distillées et liqueurs","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","?=Origine de la date non connue","Oui","07/12/2009","","MAIRIE","Non","","","","","","Non","","Argile","Rural","","","Argile/Marne/Molasse terrigène","","50","Cours d'eau","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100301","","","Distillerie Feneteau","Distillerie Feneteau","","","","","","","?","GUA","Non","","","","","","","","","","1987","IGN N° 4605 G","1/25000","Oui","","","","","","","","","","","","","","","","","97118","PETIT BOURG  (97118)","","","","","","","646 990","1 789 400","Féneteau 97170 PETIT-BOURG","GUADELOUPE-STE-ANNE","01/01/1970","1/5000","","165","AH","","","","","","","","","","","","","","","?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRAC","","","","","","","","","",""
"","","","","","","Activité terminée","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C10.7","01/01/1111","","3ième groupe","?","Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires","","","","C11.01","01/01/1883","","3ième groupe","?","Production de boissons alcooliques distillées et liqueurs","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","Non","","Argile","Rural","","","Argile/Marne/Molasse terrigène","","0","Cours d'eau","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100302","","","Habitation Sucrerie La Gripière","Habitation Sucrerie La Gripière","","","","","","","?","GUA","Non","","","","","","","","","","1987","IGN N° 4602 G","1/25000","Oui","","","","","","","","","","","","","","","","","97118","PETIT BOURG  (97118)","","","","","","","647 290","1 793 820","La Grippière 97170 PETIT-BOURG","GUADELOUPE-STE-ANNE","01/01/1970","1/5000","","89","AD","","","","","","","","","","","","","","","?","01/01/1940","?","PIC","Personne physique","","","","","","","","","","","","01/01/1839","?","DELACROIX","Personne physique","01/01/1853","?","PIC (Famille)","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRAC","","","","","","","","","",""
"","","","","","","Activité terminée","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C11.01","01/01/1914","","3ième groupe","?","Production de boissons alcooliques distillées et liqueurs","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","?=Origine de la date non connue","Oui","07/12/2009","","MAIRIE","Non","","","","","","Non","","Argile","Rural","","","Argile/Marne/Molasse terrigène","","10","Cours d'eau","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100303","","","Distillerie Tabanon","Distillerie Tabanon","","","","","","","?","GUA","Non","","","","","","","","","","1987","IGN N° 4605 G","1/25000","Oui","","","","","","","","","","","","","","","","","97118","PETIT BOURG  (97118)","","","","","","","644 990","1 791 680","Tabanon 97170 PETIT-BOURG","GUADELOUPE-STE-ANNE","01/01/1970","","","144","BI","","","","","","","","","","","","","","","?","01/01/1914","?","MERLOT et BOREL","Personne physique","","","","","","","","","","","","01/01/1111","?","Ferdinand D'ALEXIS","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRAC","","","","","","","","","",""
"","","","","","","Activité terminée","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C11.01","01/01/1800","01/01/1925","3ième groupe","?","Production de boissons alcooliques distillées et liqueurs","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","?=Origine de la date non connue","Oui","07/12/2009","","MAIRIE","Non","","","","","","Non","","Argile","Rural","","","Argile/Marne/Molasse terrigène","","50","Cours d'eau","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100304","","","Distillerie Vernou","Distillerie Vernou","","","","","","","?","GUA","Non","","","","","","","","","","1987","IGN N°4605 G","1/25000","Oui","","","","","","","","","","","","","","","","","97118","PETIT BOURG  (97118)","","","","","","","643 720","1 789 350","Vernou 97170 PETIT-BOURG","GUADELOUPE-STE-ANNE","01/01/1970","1/2000","","297","BS","01/01/1970","1/2000","","6","BR","","","","","","","","","","?","01/01/1922","?","JMCE GRAEVE","Personne physique","","","","","","","","","","","","01/01/1965","","NESTY","Personne physique","01/01/1111","?","J. ME GROEVE","Personne physique","01/01/1940","?","Maître MELLOIR & Guerino DILIGENTI","Personne physique","01/01/1800","?","J.F. DUBOS","Personne physique","01/01/1915","?","HOUILLER","Personne physique","01/01/1920","?","L.A. HEMMEL & S. J. DUPRE","Personne physique","01/01/1917","?","VALMONT ROUSSE DUPRE","Personne physique","","","","","","","","","DRAC","","","","","","","","","",""
"","","","","","","Activité terminée","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C10.7","01/01/1111","","3ième groupe","?","Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires","","","","C11.01","01/01/1111","01/01/1932","3ième groupe","?","Production de boissons alcooliques distillées et liqueurs","","","","C11.07","01/01/1111","01/01/1960","3ième groupe","?","Industrie des eaux minérales et autres eaux embouteillées et des boissons rafraîchissantes","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","Non","","Sables/Graviers/Galets","Rural","","","Roches cristallines ou volcaniques","","0","Cours d'eau","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100305","","","Habitation Sucrerie Grande Plaine","Habitation Sucrerie Grande Plaine","","","01/01/1111","Grande Plaine 97116 POINTE-NOIRE","","","?","GUA","Non","","","","","","","","","","1987","IGN N° 4602 G","1/25000","Oui","","1996","Plan de masse 1"," 1/500","Ne sais pas","","","","","","","","","","","","97121","POINTE NOIRE  (97121)","","","","","","","631 270","1 792 650","Grande Plaine 97116 POINTE-NOIRE","GUADELOUPE-STE-ANNE","01/01/1970","1/5000","","240","BH","","","","","","","","","","","","","","","?","01/01/1882","?","Louis Charles DOVENEL","Personne physique","","","","","","","","","","","","01/01/1897","?","M. Jean Marie BUTEL","Personne physique","01/01/1900","?","Saint Cyr PAGESY","Personne physique","01/01/1861","?","J.J. DURAN","Personne physique","01/01/1841","?","Augustine NEAU","Personne physique","01/01/1852","?","J.S. FABRE & A.J. MOULLIN","Personne physique","01/01/1860","?","Charles LANREZAC & Cie","Entreprise privée ou son représentant","01/01/1111","?","J.B. LESUEUR","Personne physique","","","","","","","","","DRAC","","","","","?","","","","","277 (en ha)"
"","","","","","","Ne sait pas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C10.7","01/01/1700","01/01/1868","3ième groupe","?","Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100306","","","Habitation Sucrerie Petite Plaine","Habitation Sucrerie Petite Plaine","","","","","","","?","GUA","Non","","","","","","","","","","1987","IGN N° 4602 G","1/25000","Oui","","","","","","","","","","","","","","","","","97121","POINTE NOIRE  (97121)","","","","","","","630 670","1 794 510","Petite Plaine 97116 POINTE- NOIRE","GUADELOUPE-STE-ANNE","01/01/1970","1/5000","","190","AP","","","","","","","","","","","","","","","?","01/01/1868","?","M & Mme Louis BUTEL","Personne physique","","","","","","","","","","","","01/01/1853","?","Saint-Prix LESUEUR","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRAC","","","","","?","","","","260 (en m2)","105 (en ha)"
"","","","","","","Partiellement réaménagé et partiellement en friche","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C10.7","01/01/1111","","3ième groupe","?","Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires","","","","C11.01","01/01/1900","","3ième groupe","?","Production de boissons alcooliques distillées et liqueurs","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","Non","","Argile","Péri-urbain","","","Argile/Marne/Molasse terrigène","","10","Cours d'eau","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100307","","","Distillerie Desmarais","Distillerie Desmarais","","","","","","","?","GUA","Non","","","","","","","","","","1987","IGN N°4606 G","1/25000","Oui","","","Plan de masse 1","1/707","Ne sais pas","","","","","","","","","","","","97124","ST CLAUDE  (97124)","","","","","","","637 870","1 769 780","Desmarais 97120 SAINT-CLAUDE","GUADELOUPE-STE-ANNE","01/01/1970","","","454","AZ","","","","","","","","","","","","","","","Unique","01/01/1872","?","Famille CABRE","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRAC","","","","","?","Oui","Partiellement","Partiellement","2 680 (en m2)","115 (en ha)"
"","","","","","","Activité terminée","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C10.7","01/01/1111","","3ième groupe","?","Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","Non","","Argile","Rural résidentiel","","","Argile/Marne/Molasse terrigène","","10","Cours d'eau","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100308","","","Habitation Sucrerie L'Ilet","Habitation Sucrerie L'Ilet","","","","","","","?","GUA","Non","","","","","","","","","","1987","IGN N° 4606 G","1/25000","Oui","","","Plan de masse 1","1/200","Ne sais pas","","","","","","","","","","","","97124","ST CLAUDE  (97124)","","","","","","","638 690","1 770 230","L'Ilet 97120 SAINT-CLAUDE","GUADELOUPE-STE-ANNE","01/01/1970","1/2000","","648","AY","01/01/1970","1/2000","","493","AZ","","","","","","","","","","?","01/01/1881","?","Frères CABRE","Personne physique","","","","","","","","","","","","01/01/1855","?","Famille LIGNIERES","Personne physique","01/01/1907","?","M. A. GOVIN","Personne physique","01/01/1895","?","SOUQUES","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","DRAC","","","","","","","","","",""
"","","","","","","Activité terminée","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C10.7","01/01/1951","","3ième groupe","?","Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires","?=Origine de la date non connue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","Non","","Argile","Rural résidentiel","","","Argile/Marne/Molasse terrigène","","0","Cours d'eau","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100309","","","Habitation Sucrerie Mont-Carmel","Habitation Sucrerie Mont-Carmel","","","","","","","?","GUA","Non","","","","","","","","","","","Plan de masse 1","1/735","Ne sais pas","","1987","IGN N° 4606 G","1/25000","Oui","","","","","","","","","","","","97124","ST CLAUDE  (97124)","","","","","","","638 660","1 770 820","Dain 97120 SAINT-CLAUDE","GUADELOUPE-STE-ANNE","01/01/1970","1/2000","","718","AY","","","","","","","","","","","","","","","?","01/01/1873","?","CREDIT FONCIER COLONIAL","Service et administration locale, régionale ou nationale ou son représentant","","","","","","","","","","","","01/01/1920","?","Famille DAIN","Personne physique","01/01/1111","?","Charles DAIN","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRAC","","","","","?","","","","620 (en m2)",""
"","","","","","","Ne sait pas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C10.7","01/01/1111","","3ième groupe","?","Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires","","","","C11.01","01/01/1900","","3ième groupe","?","Production de boissons alcooliques distillées et liqueurs","","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100310","","","Habitation Sucrerie Ducharmoy","Habitation Sucrerie Ducharmoy","","","","","","","?","GUA","Non","","","","","","","","","","1987","IGN N° 4606 G","1/25000","Oui","","","","","","","","","","","","","","","","","97124","ST CLAUDE  (97124)","","","","","","","637 970","1 771 640","Ducharmoy 97120 SAINT-CLAUDE","GUADELOUPE-STE-ANNE","01/01/1970","1/2000","","601,602","BI","","","","","","","","","","","","","","","?","01/01/1850","?","J.J. POUGE","Personne physique","","","","","","","","","","","","01/01/1887","?","DMC BERNARD","","01/01/1900","?","J. CHARNEAU","Personne physique","01/01/1839","?","L.G. PREVOST","Personne physique","01/01/1890","?","P.C. DUBOS MIETTE","Personne physique","","","","","","","","","","","","","","","","","","","","","DRAC","","","","","?","","","","500 (en m2)",""
"","","","","","","Ne sait pas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C10.7","01/01/1111","","3ième groupe","?","Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oui","07/12/2009","","MAIRIE","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inventorié","GUA97100311","","","Habitation Sucrerie Belost","Habitation Sucrerie Belost","","","","","","","?","GUA","Non","","","","","","","","","","","Plan de masse 1","1/1000","Ne sais pas","","1987","IGN N° 4606 G","1/25000","Oui","","","","","","","","","","","","97124","ST CLAUDE  (97124)","","","","","","","637 190","1 770 130","Belost 97120 SAINT-CLAUDE","GUADELOUPE-STE-ANNE","01/01/1970","1/2000","","21","BD","","","","","","","","","","","","","","","Unique","01/01/1832","?","A. BELOST","Personne physique","","","","","","","","","","","","01/01/1854","?","Famille CABRE","Personne physique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRAC","","","","","?","","","","890 (en m2)",""
